message_id,date,symbol,pair,side,entry_values,entry_mid,stop_loss,targets,raw_text,entry_range_pct,stop_loss_pct,number_of_targets,tp1_R,tp2_R,tp3_R,tp4_R,tp5_R,tp6_R,tp7_R,tp8_R,tp9_R,tp10_R,tp11_R,tp12_R,tp13_R,tp14_R,highest_target_hit,was_profitable,was_full_tp,was_partial_tp,was_loss,had_unresolved_profit_signal,linked_update_ids,side_is_long,side_is_short,avg_tp_R,max_tp_R,min_tp_R,raw_symbol,normalized_symbol,symbol_candidates,cmc_id,cmc_resolved_symbol,cmc_resolution_note,market_cap_usd,volume_24h_usd,price_usd,volume_market_cap_ratio
5524,2025-01-04T13:12:37,ETH,USDT,long,"[3603.0, 3590.0]",3596.5,3570.0,"[3680.0, 3760.0, 3840.0, 3920.0, 4000.0]","Coin: #ETH/USDT

Long Set-Up 

Leverage: 5-10x

#ETH already breaked out the Bull Flag and looking Bullish.

Entry: 3603 - 3590$

Targets: 3680 - 3760 - 3840 - 3920 - 4000$

Stop-loss: 3570$",0.0036146253301821,0.007368274711525,5,3.150943396226415,6.169811320754717,9.18867924528302,12.20754716981132,15.226415094339623,,,,,,,,,,1,1,False,True,False,False,"[5526, 5531, 5532, 5623]",1,0,9.18867924528302,15.226415094339623,3.150943396226415,ETH,ETH,ETH,1027.0,ETH,cache_match:ETH,255139261258.4276,24421558732.2764,2113.970762572676,0.09571854449927283
5525,2025-01-04T13:48:56,HBAR,USDT,long,"[0.305, 0.295]",0.3,0.285,"[0.315, 0.322, 0.33, 0.338, 0.355, 0.375, 0.395, 0.42]","Coin: #HBAR/USDT

Long Set-Up 

Leverage: 5-10x

#HBAR already breaked out the Symmetrical traingle and looking Bullish.

Entry: 0.305 - 0.295$(Buy partially)

Targets: 0.315 - 0.322 - 0.330 - 0.338 - 0.355 - 0.375 - 0.395 - 0.420$(Short-mid term)

Stop-loss: 0.285$",0.0333333333333333,0.05,8,1.0,1.4666666666666666,2.0,2.533333333333333,3.666666666666663,4.9999999999999964,6.3333333333333295,7.999999999999993,,,,,,,3,1,False,True,False,False,"[5534, 5535, 5549, 5589]",1,0,3.7499999999999973,7.999999999999993,1.0,HBAR,HBAR,HBAR,4642.0,HBAR,api_match:HBAR,4224827435.1856112,94707364.41078965,0.09756336295135556,0.02241685982770296
5528,2025-01-05T13:42:20,LINA,USDT,long,"[0.0056, 0.00545]",0.005525,0.0053,"[0.00575, 0.0059, 0.00605, 0.0062, 0.0064]","Coin: #LINA/USDT

Long Set-Up 

Leverage: 5-10x

#LINA already breaked out the inverse head and shoulders pattern and looking Bullish.

Entry: 0.00560 - 0.00545$(Buy partially)

Targets: 0.00575 - 0.00590 - 0.00605 - 0.00620 - 0.00640$(Short term)

Stop-loss: 0.00530$",0.0271493212669683,0.0407239819004525,5,0.999999999999996,1.6666666666666616,2.333333333333327,2.9999999999999925,3.888888888888882,,,,,,,,,,1,1,False,True,False,False,[5533],1,0,2.377777777777772,3.888888888888882,0.999999999999996,LINA,LINA,LINA,7102.0,LINA,api_match:LINA,143762.46052760532,934.35303514,1.4381069087985133e-05,0.0064992838305002795
5537,2025-01-08T13:10:36,AAVE,USDT,short,"[297.0, 320.0]",308.5,335.0,"[288.0, 280.0, 272.0, 264.0, 248.0, 232.0, 216.0, 200.0]","Coin: #AAVE/USDT

Short Set-Up 

Leverage: 5-10x

#AAVE already breaked down the symmetrical triangle and looking bearish.

Entry: 297 - 320$(Enter partially)

Targets: 288 - 280 - 272 - 264 - 248 - 232 - 216 - 200$(Short term)

Stop-loss: 335$",0.0745542949756888,0.0858995137763371,8,0.7735849056603774,1.0754716981132075,1.3773584905660377,1.679245283018868,2.2830188679245285,2.8867924528301887,3.490566037735849,4.09433962264151,,,,,,,4,1,False,True,False,False,"[5538, 5539, 5561]",0,1,2.207547169811321,4.09433962264151,0.7735849056603774,AAVE,AAVE,AAVE,7278.0,AAVE,api_match:AAVE,1773295782.4894564,392060630.06651545,115.33973732568921,0.22109150314231155
5540,2025-01-09T17:57:45,BAND,USDT,short,"[1.36, 1.42]",1.39,1.48,"[1.33, 1.3, 1.26, 1.22, 1.16, 1.08, 1.0]","Coin: #BAND/USDT

Short Set-Up 

Leverage: 5-10x

#BAND already breaked down the Bear flag and looking bearish.

Entry: 1.36 - 1.42$(Enter partially)

Targets: 1.33 - 1.30 - 1.26 - 1.22 - 1.16 - 1.08 - 1.00$(Short term)

Stop-loss: 1.48$",0.0431654676258991,0.0647482014388488,7,0.6666666666666683,1.0000000000000024,1.444444444444448,1.8888888888888933,2.555555555555562,3.4444444444444504,4.333333333333342,,,,,,,,4,1,False,True,False,False,"[5541, 5546, 5559]",0,1,2.1904761904761947,4.333333333333342,0.6666666666666683,BAND,BAND,BAND,4679.0,BAND,api_match:BAND,40849761.67604994,8606626.07096435,0.23570722206193673,0.21068974989908892
5543,2025-01-09T20:35:50,MTL,USDT,long,"[1.39, 1.34]",1.365,1.28,"[1.42, 1.46, 1.5, 1.54, 1.62, 1.69, 1.75]","Coin: #MTL/USDT

Long Set-Up 

Leverage: 5-10x

#MTL already breaked out the Symmetrical traingle and looking Bullish.

Entry: 1.39 - 1.34$(Buy partially)

Targets: 1.42 - 1.46 - 1.50 - 1.54 - 1.62 - 1.69 - 1.75$(Short term)

Stop-loss: 1.28$",0.0366300366300365,0.0622710622710622,7,0.6470588235294114,1.1176470588235297,1.588235294117648,2.0588235294117663,3.0000000000000027,3.823529411764707,4.529411764705884,,,,,,,,2,1,False,True,False,False,"[5544, 5545, 5564, 5571]",1,0,2.3949579831932786,4.529411764705884,0.6470588235294114,MTL,MTL,MTL,1788.0,MTL,api_match:MTL,24973953.600438435,799442.48619342,0.2801240134938327,0.032011050352051
5547,2025-01-10T18:29:12,REZ,USDT,short,"[0.0311, 0.033]",0.03205,0.036,"[0.03, 0.029, 0.028, 0.027, 0.025, 0.023, 0.021]","Coin: #REZ/USDT

Short Set-Up 

Leverage: 5-10x

#REZ already breaked down the Head and shoulder pattern and looking bearish.

Entry: 0.03110 - 0.03300$(Enter partially)

Targets: 0.0300$ - 0.0290$ - 0.0280$ - 0.0270$ - 0.0250$ - 0.0230$ - 0.0210$(Short-mid term)

Stop-loss: 0.036$",0.0592823712948518,0.1232449297971917,7,0.5189873417721533,0.7721518987341783,1.0253164556962042,1.27848101265823,1.7848101265822809,2.2911392405063324,2.797468354430384,,,,,,,,7,1,True,False,False,False,"[5548, 5560, 5603, 5608, 5635]",0,1,1.4954792043399663,2.797468354430384,0.5189873417721533,REZ,REZ,REZ,30843.0,REZ,api_match:REZ,23555321.65587597,3895816.16693925,0.003321179187622515,0.1653900644556651
5549,2025-01-10T18:50:40,HBAR,USDT,short,"[0.275, 0.285]",0.28,0.295,"[0.266, 0.26, 0.254, 0.248, 0.235, 0.222, 0.21]","Coin: #HBAR/USDT

Short Set-Up 

Leverage: 5-10x

#HBAR already breaked down the symmetrical triangle and looking bearish.

Entry: 0.275 - 0.285$(Enter partially)

Targets: 0.266 - 0.260 - 0.254 - 0.248 - 0.235 - 0.222 - 0.210$(Short-mid term)

Stop-loss: 0.295$",0.0357142857142855,0.0535714285714284,7,0.9333333333333368,1.3333333333333384,1.7333333333333398,2.1333333333333413,3.000000000000011,3.866666666666679,4.666666666666682,,,,,,,,0,0,False,False,True,False,"[5550, 5589]",0,1,2.5238095238095326,4.666666666666682,0.9333333333333368,HBAR,HBAR,HBAR,4642.0,,cached_resolved,4224827435.1856112,94707364.41078965,0.09756336295135556,0.02241685982770296
5554,2025-01-12T13:16:30,EGLD,USDT,short,"[33.35, 34.5]",33.925,36.0,"[32.0, 31.0, 30.0, 29.0, 27.0, 25.0]","Coin: #EGLD/USDT

Short Set-Up 

Leverage: 5-10x

#EGLD already breaked down the Bear flag pattern and looking bearish.

Entry: 33.35 - 34.50$(Enter partially)

Targets: 32 - 31 - 30 - 29 - 27 - 25$(Short-mid term)

Stop-loss: 36$",0.0338983050847457,0.0611643330876935,6,0.9277108433734912,1.409638554216864,1.891566265060237,2.3734939759036098,3.3373493975903554,4.3012048192771015,,,,,,,,,3,1,False,True,False,False,"[5555, 5557, 5667]",0,1,2.3734939759036098,4.3012048192771015,0.9277108433734912,EGLD,EGLD,EGLD,6892.0,EGLD,api_match:EGLD,124261413.35260619,6435161.47528165,4.212261935027507,0.051787286991667576
5562,2025-01-14T18:05:13,XRP,USDT,long,"[2.6, 2.4]",2.5,2.25,"[2.68, 2.74, 2.8, 2.86, 3.0, 3.15, 3.28, 3.4]","Coin: #XRP/USDT

Long Set-Up 

Leverage: 5-10x

#XRP already breaked out the Symmetrical traingle and looking Bullish.

Entry: 2.60 - 2.40$(Buy partially)

Targets: 2.68 - 2.74 - 2.80 - 2.86 - 3.00 - 3.15 - 3.28 - 3.40$(Short-mid term)

Stop-loss: 2.25$",0.08,0.1,8,0.7200000000000006,0.9600000000000009,1.1999999999999993,1.4399999999999995,2.0,2.6,3.119999999999999,3.6,,,,,,,8,1,True,False,False,False,"[5563, 5566, 5567, 5572, 5583, 5588]",1,0,1.9549999999999998,3.6,0.7200000000000006,XRP,XRP,XRP,52.0,XRP,api_match:XRP,87597853154.69214,2869651160.0454836,1.4306868240110204,0.03275937773244129
